,Ciudad,Fecha,Fecha (UNIX),Presión atmosférica,Presión Atm. sobre Nvl. del mar,Media de la vel. del viento (m/s),Vel. ráfaga de viento max.,Máx. vel. del viento /2min,Momento (UNIX) de la vel. máx. del viento,Media de la dirección del viento,Media de la temperatura,Temperatura máxima,Temperatura mínima,Momento temperatura máxima (UNIX),Momento temperatura mínima (UNIX),Media humedad,Media punto de rocío,Media de % de nubes en la zona,Acumulación de precipitaciones (l/m2),Acumulación de precipitaciones (l/m2) (NASA),Acumulación de nieve (l/m2),Profundidad de la neive,Media de radiación solar (W/m2),Total de radiación solar (W/m2),Media de la radiación solar horizontal,Total de la radiación solar horizontal,Máximo de la radiación solar horizontal,Media de la radiación solar concentrada,Total de la radiación solar concentrada,Máximo de la radiación solar concentrada,Media de la radiación solar horizontal difusa,Total de la radiación solar horizontal difusa,Máximo de la radiación solar horizontal difusa,Índice máximo de rayos ultravioleta
0,A Coruña,2021-11-15,1636930800,1016,1025,4.8,10.0,5.6,1636977600,50,13.2,15.1,11.3,1636977600,1636959600,84,10.6,64,1.5,1.5,0,0,84,2015,109,2610,450,239,5744,780,28,674,93,2.1
1,A Coruña,2021-11-16,1637017200,1016,1024,4.6,9.2,5.2,1637064000,48,13.2,15.8,11.3,1637064000,1637035200,82,10.1,64,0.0,0.0,0,0,69,1645,107,2575,446,237,5700,778,28,668,93,2.1
2,A Coruña,2021-11-17,1637103600,1018,1026,4.8,10.8,6.4,1637168400,51,13.6,16.7,11.4,1637154000,1637132400,72,8.5,45,0.0,0.0,0,0,97,2327,106,2541,442,236,5657,776,28,663,92,2.2
3,A Coruña,2021-11-18,1637190000,1018,1026,3.7,13.2,5.5,1637244000,70,13.3,16.9,10.9,1637240400,1637272800,70,7.7,21,0.0,0.0,0,0,105,2508,105,2508,438,234,5615,774,27,657,92,2.9
4,A Coruña,2021-11-19,1637276400,1015,1023,2.1,8.8,3.6,1637359200,147,11.9,16.2,8.2,1637323200,1637305200,72,6.9,4,0.0,0.0,0,0,103,2476,103,2476,434,232,5574,772,27,652,92,2.9
5,A Coruña,2021-11-20,1637362800,1012,1020,2.2,6.0,3.6,1637362800,197,12.9,17.7,10.3,1637409600,1637388000,72,7.7,14,0.3,0.3,0,0,102,2445,102,2445,430,231,5535,770,27,646,91,2.9
6,A Coruña,2021-11-21,1637449200,1011,1019,2.6,10.8,7.0,1637532000,115,11.6,14.5,9.0,1637503200,1637478000,85,9.1,30,0.0,0.0,0,0,95,2268,101,2415,426,229,5498,768,27,641,91,2.1
7,A Coruña,2021-11-22,1637535600,1010,1018,4.6,20.0,6.3,1637596800,70,9.9,11.6,7.8,1637535600,1637571600,80,6.6,57,8.8,8.8,0,0,68,1625,99,2385,422,228,5461,766,26,636,91,1.4
8,A Coruña,2021-11-23,1637622000,1011,1019,6.8,17.2,8.4,1637643600,47,11.1,12.4,9.6,1637668800,1637622000,77,7.1,44,0.0,0.0,0,0,82,1975,98,2357,418,226,5426,764,26,631,90,1.6
9,A Coruña,2021-11-24,1637708400,1011,1020,5.4,15.2,8.2,1637748000,93,11.7,12.7,10.6,1637762400,1637726400,76,7.6,65,2.0,2.0,0,0,81,1942,97,2330,415,225,5392,762,26,626,90,2.1
10,A Coruña,2021-11-25,1637794800,1007,1015,3.7,13.6,7.0,1637877600,124,10.5,12.7,8.7,1637845200,1637827200,84,7.9,48,24.0,24.0,0,0,90,2151,96,2303,411,223,5358,760,26,622,90,2.1
11,A Coruña,2021-11-26,1637881200,1009,1017,4.6,13.2,6.9,1637888400,202,10.7,12.0,9.2,1637964000,1637913600,80,7.3,68,2.3,2.3,0,0,52,1244,95,2278,408,222,5325,758,26,618,89,1.3
12,A Coruña,2021-11-27,1637967600,1008,1016,7.5,18.4,10.1,1637992800,338,10.5,11.9,8.8,1637967600,1638036000,71,5.4,79,6.8,6.8,0,0,72,1736,94,2253,404,220,5292,756,26,614,89,1.8
13,A Coruña,2021-11-28,1638054000,1013,1021,4.3,14.4,6.9,1638054000,292,10.8,12.4,8.7,1638115200,1638079200,83,7.9,58,18.8,18.8,0,0,18,440,93,2230,401,219,5260,755,25,610,89,0.8
14,A Coruña,2021-11-29,1638140400,1015,1023,3.8,10.8,6.2,1638151200,258,12.0,13.4,11.0,1638183600,1638223200,86,9.6,75,1.8,1.8,0,0,57,1379,92,2207,398,218,5228,753,25,606,89,1.5
15,A Coruña,2021-11-30,1638226800,1018,1026,3.5,9.6,6.0,1638230400,191,12.6,14.9,10.6,1638270000,1638252000,84,9.9,69,0.0,0.0,0,0,54,1301,91,2186,395,217,5197,751,25,603,88,1.4
16,A Coruña,2021-12-01,1638313200,1014,1022,7.2,14.8,8.0,1638320400,288,12.6,13.8,10.4,1638320400,1638396000,84,9.9,80,5.0,5.0,0,0,70,1679,90,2165,392,215,5167,750,25,599,88,1.2
17,A Coruña,2021-12-02,1638399600,1015,1023,5.8,15.2,8.8,1638453600,250,11.1,12.2,9.6,1638450000,1638403200,73,6.5,47,1.8,1.8,0,0,76,1824,89,2145,390,214,5139,748,25,596,88,1.3
18,A Coruña,2021-12-03,1638486000,1016,1024,4.6,14.0,6.0,1638568800,238,12.7,14.5,10.7,1638543600,1638511200,87,10.5,70,0.0,0.0,0,0,20,476,89,2127,387,213,5111,747,25,593,88,0.7
19,A Coruña,2021-12-04,1638572400,1015,1023,5.3,17.2,6.2,1638579600,272,13.0,14.8,11.6,1638615600,1638655200,82,9.8,61,10.3,10.3,0,0,76,1831,88,2109,385,212,5085,746,25,589,87,1.3
20,A Coruña,2021-12-05,1638658800,1019,1027,5.8,14.4,8.8,1638687600,291,12.0,13.8,11.1,1638702000,1638669600,81,8.8,75,2.0,2.0,0,0,45,1082,87,2092,382,211,5060,744,24,586,87,0.9
21,A Coruña,2021-12-06,1638745200,1017,1025,3.4,13.2,7.2,1638784800,232,13.0,14.7,11.5,1638795600,1638748800,89,11.1,88,29.5,29.5,0,0,13,314,87,2077,380,210,5037,743,24,583,87,0.6
22,A Coruña,2021-12-07,1638831600,1005,1013,6.8,24.4,10.4,1638867600,234,13.1,16.2,8.8,1638860400,1638907200,85,10.6,49,68.5,68.5,0,0,36,870,86,2062,378,209,5015,742,24,580,87,1.3
23,A Coruña,2021-12-08,1638918000,1008,1016,9.4,21.2,12.0,1638936000,288,9.5,11.3,7.3,1639000800,1638936000,79,6.0,72,23.8,23.8,0,0,29,706,85,2049,376,208,4996,741,24,577,87,0.8
24,A Coruña,2021-12-09,1639004400,1014,1022,7.3,16.8,10.0,1639083600,260,13.2,14.5,11.1,1639051200,1639015200,88,11.2,90,5.5,5.5,0,0,13,314,85,2037,374,207,4979,740,24,575,86,0.7
25,A Coruña,2021-12-10,1639090800,1015,1023,5.2,16.4,9.3,1639094400,260,13.3,14.8,12.1,1639137600,1639173600,87,11.2,73,1.3,1.3,0,0,24,580,84,2025,373,207,4965,739,24,572,86,0.7
26,A Coruña,2021-12-11,1639177200,1018,1026,2.2,8.4,4.4,1639202400,208,13.7,15.7,11.8,1639227600,1639180800,90,12.0,92,0.3,0.3,0,0,52,1241,84,2015,371,206,4953,738,24,569,86,1.3
27,A Coruña,2021-12-12,1639263600,1016,1024,1.4,6.0,2.3,1639342800,161,12.6,14.7,10.8,1639310400,1639346400,86,10.3,42,0.0,0.0,0,0,79,1898,84,2006,370,206,4943,737,24,567,86,1.6
28,A Coruña,2021-12-13,1639350000,1013,1021,1.8,7.2,3.0,1639400400,175,13.2,18.6,10.7,1639404000,1639350000,77,9.1,10,0.8,0.8,0,0,83,1994,83,1998,368,206,4935,736,24,565,86,1.8
29,A Coruña,2021-12-14,1639436400,1017,1025,2.1,5.6,4.0,1639472400,120,12.3,17.2,9.9,1639486800,1639519200,77,8.3,0,0.0,0.0,0,0,83,1991,83,1991,367,205,4928,735,23,564,86,2.0
30,A Coruña,2021-12-15,1639522800,1016,1025,1.5,7.2,3.1,1639537200,153,10.2,14.7,7.3,1639573200,1639551600,79,6.6,9,0.0,0.0,0,0,83,1985,83,1985,366,205,4922,735,23,563,86,2.0
31,A Coruña,2021-12-16,1639609200,1016,1024,1.5,7.6,3.3,1639688400,115,11.1,16.4,7.4,1639659600,1639638000,72,6.1,3,0.0,0.0,0,0,82,1980,82,1980,365,205,4917,734,23,563,86,2.0
32,A Coruña,2021-12-17,1639695600,1017,1025,1.2,7.2,3.4,1639724400,156,10.5,15.6,8.1,1639746000,1639778400,72,5.5,4,0.0,0.0,0,0,82,1975,82,1975,364,205,4913,734,23,562,86,2.0
33,A Coruña,2021-12-18,1639782000,1017,1025,1.7,6.0,2.8,1639818000,177,9.9,15.7,6.8,1639832400,1639792800,72,4.8,25,0.0,0.0,0,0,82,1968,82,1972,364,205,4910,734,23,562,86,2.0
34,A Coruña,2021-12-19,1639868400,1014,1022,2.5,7.2,4.1,1639879200,133,10.9,15.2,7.3,1639926000,1639886400,62,3.8,5,0.0,0.0,0,0,82,1970,82,1970,364,204,4907,734,23,561,86,2.0
35,A Coruña,2021-12-20,1639954800,1007,1015,3.6,11.6,4.7,1640005200,141,14.3,16.9,11.1,1640001600,1639954800,60,6.6,76,0.0,0.0,0,0,28,662,82,1969,364,204,4906,734,23,561,86,1.1
36,A Coruña,2021-12-21,1640041200,1005,1013,4.0,12.0,5.7,1640052000,146,16.0,18.8,13.4,1640095200,1640062800,71,10.7,81,5.0,5.0,0,0,21,492,82,1969,364,204,4906,734,23,561,86,0.6
37,A Coruña,2021-12-22,1640127600,1004,1012,3.5,15.6,6.2,1640174400,167,16.4,17.7,15.2,1640174400,1640156400,66,9.9,56,0.0,0.0,0,0,57,1362,82,1969,365,204,4907,734,23,561,86,1.2
38,A Coruña,2021-12-23,1640214000,1003,1011,3.4,15.2,6.3,1640221200,178,15.1,17.4,13.1,1640264400,1640250000,75,10.6,49,5.0,5.0,0,0,70,1687,82,1971,365,205,4909,735,23,562,86,1.5
39,A Coruña,2021-12-24,1640300400,996,1004,3.3,16.8,5.5,1640322000,177,13.2,14.9,11.8,1640354400,1640322000,80,9.9,72,18.5,18.5,0,0,31,750,82,1974,366,205,4912,735,23,563,86,0.8
40,A Coruña,2021-12-25,1640386800,995,1003,2.5,12.0,4.2,1640437200,193,13.7,17.0,12.2,1640433600,1640401200,85,11.1,73,1.8,1.8,0,0,21,502,82,1978,366,205,4917,736,24,564,86,0.6
41,A Coruña,2021-12-26,1640473200,997,1005,3.8,20.4,7.5,1640545200,176,14.4,16.9,11.9,1640530800,1640487600,87,12.2,70,18.3,18.3,0,0,14,339,83,1983,367,205,4923,736,24,566,86,0.6
42,A Coruña,2021-12-27,1640559600,1000,1008,7.4,20.4,10.2,1640613600,223,15.7,16.9,14.6,1640613600,1640581200,77,11.7,67,26.3,26.3,0,0,24,572,83,1988,368,205,4930,737,24,568,86,0.7
43,A Coruña,2021-12-28,1640646000,1008,1016,5.6,17.6,8.2,1640700000,217,17.0,18.6,16.1,1640696400,1640646000,81,13.7,73,0.0,0.0,0,0,50,1188,83,1995,369,206,4940,738,24,570,86,1.1
44,A Coruña,2021-12-29,1640732400,1013,1021,4.0,14.4,6.0,1640754000,206,17.1,18.2,15.9,1640779200,1640808000,78,13.1,65,0.0,0.0,0,0,27,641,83,2004,371,206,4953,739,24,572,86,0.7
45,A Coruña,2021-12-30,1640818800,1011,1019,2.7,10.8,4.9,1640876400,164,16.2,18.7,14.2,1640865600,1640898000,71,10.8,29,0.0,0.0,0,0,84,2011,84,2013,372,207,4967,740,24,574,86,2.0
46,A Coruña,2021-12-31,1640905200,1012,1020,4.2,15.6,6.0,1640919600,165,17.3,21.3,14.3,1640966400,1640941200,59,8.8,48,0.5,0.5,0,0,30,730,84,2023,374,208,4983,741,24,576,87,0.7
47,A Coruña,2022-01-01,1640991600,1012,1020,3.9,16.0,6.1,1641063600,173,18.7,23.0,16.0,1641038400,1641074400,49,7.4,66,5.0,5.0,0,0,64,1541,84,2025,374,208,4988,741,24,577,87,1.9
48,A Coruña,2022-01-02,1641078000,1018,1026,3.1,11.2,5.1,1641135600,198,15.6,17.8,13.8,1641128400,1641160800,76,11.4,68,0.3,0.3,0,0,26,634,85,2037,376,209,5006,742,24,579,87,0.8
49,A Coruña,2022-01-03,1641164400,1011,1019,4.8,20.8,8.8,1641222000,187,15.1,17.3,13.3,1641214800,1641189600,77,11.0,53,2.3,2.3,0,0,24,584,85,2050,378,209,5027,743,24,582,87,0.7
50,A Coruña,2022-01-04,1641250800,1007,1015,4.3,19.6,7.4,1641268800,251,11.4,16.0,9.1,1641258000,1641279600,85,9.0,66,70.0,70.0,0,0,51,1235,86,2063,380,210,5049,745,24,585,87,1.0
51,A Coruña,2022-01-05,1641337200,1010,1019,4.4,14.4,8.0,1641384000,231,11.1,13.3,9.6,1641384000,1641351600,80,7.7,62,5.0,5.0,0,0,67,1606,87,2078,382,211,5073,746,24,588,87,1.8
52,A Coruña,2022-01-06,1641423600,1014,1022,2.4,11.2,3.7,1641506400,245,11.9,13.4,11.2,1641477600,1641495600,84,9.2,75,2.5,2.5,0,0,32,759,87,2094,384,212,5098,747,25,591,88,0.8
53,A Coruña,2022-01-07,1641510000,1023,1031,3.1,10.4,5.4,1641520800,309,11.7,13.4,9.9,1641560400,1641592800,74,7.3,41,0.0,0.0,0,0,74,1776,88,2111,386,214,5125,749,25,594,88,1.9
54,A Coruña,2022-01-08,1641596400,1020,1029,5.1,15.6,6.7,1641654000,224,11.3,13.1,9.8,1641646800,1641614400,81,8.0,77,3.0,3.0,0,0,26,634,89,2129,389,215,5153,750,25,597,88,0.7
55,A Coruña,2022-01-09,1641682800,1016,1024,5.6,14.4,6.7,1641733200,249,13.9,14.5,12.7,1641729600,1641682800,95,13.1,86,1.5,1.5,0,0,9,225,89,2148,391,216,5181,752,25,600,88,0.7
56,A Coruña,2022-01-10,1641769200,1018,1026,2.5,8.8,4.4,1641769200,224,13.2,13.9,12.5,1641819600,1641852000,93,12.0,95,0.0,0.0,0,0,15,357,90,2168,394,217,5211,754,25,604,89,0.7
57,A Coruña,2022-01-11,1641855600,1021,1029,3.3,10.8,5.8,1641916800,87,12.6,14.4,12.1,1641909600,1641880800,85,10.1,60,0.0,0.0,0,0,44,1052,91,2189,397,218,5242,755,25,607,89,1.1
58,A Coruña,2022-01-12,1641942000,1023,1031,5.2,13.2,7.1,1641992400,63,12.1,14.1,9.2,1641992400,1642024800,69,6.4,22,0.0,0.0,0,0,92,2210,92,2211,400,220,5274,757,25,611,89,2.1
59,A Coruña,2022-01-13,1642028400,1022,1031,1.7,12.0,2.2,1642064400,143,8.9,12.7,5.5,1642078800,1642060800,61,1.8,3,0.0,0.0,0,0,93,2234,93,2234,403,221,5306,759,26,615,89,2.2
60,A Coruña,2022-01-14,1642114800,1022,1030,2.1,7.2,3.6,1642147200,157,9.4,15.0,6.1,1642165200,1642132800,58,1.4,0,0.0,0.0,0,0,94,2258,94,2258,406,222,5339,761,26,619,90,2.2
61,A Coruña,2022-01-15,1642201200,1018,1026,2.5,8.0,3.6,1642284000,153,9.4,14.5,5.5,1642255200,1642226400,59,1.7,27,0.0,0.0,0,0,89,2131,95,2283,410,224,5372,763,26,622,90,2.0
62,A Coruña,2022-01-16,1642287600,1020,1029,2.7,9.2,4.4,1642294800,128,11.9,15.1,9.8,1642345200,1642298400,61,4.7,63,2.5,2.5,0,0,40,953,96,2308,413,225,5407,765,26,626,90,0.9
63,A Coruña,2022-01-17,1642374000,1024,1032,2.1,7.2,3.9,1642377600,116,10.8,14.3,8.3,1642428000,1642406400,71,5.6,42,0.8,0.8,0,0,67,1607,97,2335,417,227,5441,767,26,631,91,1.9
64,A Coruña,2022-01-18,1642460400,1023,1031,1.9,6.8,2.9,1642492800,154,9.7,13.8,7.2,1642510800,1642489200,72,4.9,24,0.0,0.0,0,0,98,2363,98,2363,420,228,5476,769,26,635,91,2.3
65,A Coruña,2022-01-19,1642546800,1024,1033,1.5,6.4,2.7,1642582800,138,8.7,12.7,5.0,1642597200,1642575600,77,4.8,17,0.0,0.0,0,0,100,2391,100,2392,424,230,5512,771,27,639,91,2.2
66,A Coruña,2022-01-20,1642633200,1024,1032,3.4,13.2,7.0,1642698000,86,9.5,13.5,6.2,1642687200,1642658400,80,6.2,44,0.0,0.0,0,0,61,1465,101,2422,428,231,5547,773,27,643,92,1.3
67,A Coruña,2022-01-21,1642719600,1022,1030,6.0,17.6,8.0,1642762800,71,10.4,12.3,8.3,1642770000,1642802400,62,3.3,35,0.0,0.0,0,0,102,2450,102,2452,432,233,5583,775,27,647,92,2.2
68,A Coruña,2022-01-22,1642806000,1021,1029,3.3,17.2,5.3,1642816800,97,8.8,12.7,6.4,1642860000,1642834800,61,1.6,3,0.0,0.0,0,0,103,2484,103,2484,436,234,5620,777,27,652,92,2.4
69,A Coruña,2022-01-23,1642892400,1017,1025,2.1,7.2,3.0,1642917600,186,8.1,14.1,4.2,1642942800,1642924800,71,3.0,16,0.0,0.0,0,0,105,2516,105,2516,440,236,5656,779,27,656,93,2.4
70,A Coruña,2022-01-24,1642978800,1018,1027,2.0,6.0,3.6,1643004000,189,8.9,13.6,6.0,1643032800,1643000400,77,4.9,20,0.0,0.0,0,0,103,2461,106,2549,445,237,5693,782,28,661,93,2.0
71,A Coruña,2022-01-25,1643065200,1022,1031,1.9,6.0,3.2,1643122800,153,8.4,12.6,4.5,1643112000,1643090400,77,4.4,23,0.0,0.0,0,0,103,2481,108,2583,449,239,5730,784,28,667,93,2.4
72,A Coruña,2022-01-26,1643151600,1022,1030,2.2,8.8,3.6,1643223600,150,8.8,13.0,4.1,1643205600,1643180400,76,4.8,6,0.0,0.0,0,0,108,2584,109,2618,453,240,5768,786,28,673,94,2.5
73,A Coruña,2022-01-27,1643238000,1022,1031,2.3,12.8,4.8,1643306400,130,9.4,14.0,5.7,1643292000,1643263200,75,5.0,9,0.0,0.0,0,0,110,2642,111,2655,458,242,5808,788,28,679,94,2.5
74,A Coruña,2022-01-28,1643324400,1025,1033,2.3,13.2,4.1,1643389200,88,9.3,14.1,5.9,1643378400,1643353200,72,4.3,10,0.0,0.0,0,0,112,2691,112,2692,463,244,5850,791,29,685,94,2.5
75,A Coruña,2022-01-29,1643410800,1024,1033,1.8,9.2,3.6,1643443200,158,9.2,14.6,4.5,1643461200,1643439600,69,3.7,19,0.0,0.0,0,0,114,2725,114,2729,467,246,5894,793,29,691,95,2.6
76,A Coruña,2022-01-30,1643497200,1021,1030,2.0,8.4,4.5,1643518800,172,10.3,16.6,6.8,1643547600,1643529600,65,3.7,14,0.0,0.0,0,0,114,2744,115,2768,472,247,5939,795,29,697,95,2.5
77,A Coruña,2022-01-31,1643583600,1026,1034,3.7,12.0,6.3,1643637600,60,9.7,12.4,5.6,1643637600,1643598000,80,6.3,42,0.0,0.0,0,0,107,2579,117,2808,477,249,5986,798,29,703,96,2.0
78,A Coruña,2022-02-01,1643670000,1027,1035,3.5,10.0,5.3,1643734800,63,10.9,13.4,9.1,1643720400,1643695200,77,7.0,11,1.3,1.3,0,0,118,2839,119,2848,482,251,6034,800,30,709,96,2.6
79,A Coruña,2022-02-02,1643756400,1019,1027,2.1,7.6,3.6,1643778000,160,11.8,18.8,7.3,1643810400,1643770800,68,5.8,13,0.0,0.0,0,0,120,2890,120,2890,487,253,6082,802,30,715,96,2.7
80,A Coruña,2022-02-03,1643842800,1014,1022,2.7,10.0,4.1,1643878800,191,12.5,14.8,10.2,1643893200,1643853600,73,7.7,60,0.3,0.3,0,0,38,918,122,2932,492,255,6131,805,30,721,97,0.9
81,A Coruña,2022-02-04,1643929200,1017,1025,2.9,8.4,4.9,1644008400,237,11.8,14.1,9.8,1643979600,1644012000,83,9.0,89,2.5,2.5,0,0,48,1148,124,2975,497,258,6180,807,30,727,97,0.9
82,A Coruña,2022-02-05,1644015600,1022,1031,3.4,9.2,5.9,1644080400,62,10.3,12.5,8.8,1644069600,1644098400,77,6.3,39,0.0,0.0,0,0,118,2820,126,3019,503,260,6230,809,31,733,98,2.0
83,A Coruña,2022-02-06,1644102000,1025,1033,1.7,5.2,3.1,1644138000,159,9.8,13.8,5.8,1644152400,1644130800,78,6.0,66,0.0,0.0,0,0,101,2427,128,3063,508,262,6279,812,31,740,98,1.7
84,A Coruña,2022-02-07,1644188400,1025,1033,2.4,9.2,4.7,1644249600,107,11.1,13.9,8.9,1644242400,1644202800,82,8.1,43,0.0,0.0,0,0,125,2998,130,3108,513,264,6329,814,31,746,98,2.3
85,A Coruña,2022-02-08,1644274800,1019,1028,2.0,7.6,3.5,1644303600,176,11.0,17.2,6.6,1644328800,1644303600,72,5.9,6,0.0,0.0,0,0,131,3154,131,3154,519,266,6379,816,31,752,99,3.0
86,A Coruña,2022-02-09,1644361200,1019,1027,2.6,8.8,4.2,1644386400,177,13.4,19.1,9.5,1644408000,1644368400,63,6.1,3,0.0,0.0,0,0,133,3201,133,3201,524,268,6428,818,32,758,99,3.0
87,A Coruña,2022-02-10,1644447600,1019,1027,2.4,8.8,4.2,1644519600,189,11.8,13.3,10.7,1644501600,1644519600,84,9.1,55,20.8,20.8,0,0,53,1281,135,3248,530,270,6477,821,32,764,100,1.3
88,A Coruña,2022-02-11,1644534000,1019,1027,3.3,12.0,4.9,1644562800,60,12.1,15.5,10.5,1644584400,1644616800,81,9.0,72,0.0,0.0,0,0,36,855,137,3296,535,272,6526,823,32,770,100,1.0
